age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
40,Non-Private,192507,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
28,Private,50814,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
52,Private,195638,9,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
23,Private,215251,10,Non-Married,Other,Non-Husband,White,Female,0,0,55,US,0
45,Private,200559,11,Married,Other,Husband,White,Male,0,0,70,US,0
56,Non-Private,216824,15,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
20,Private,352139,10,Non-Married,Other,Non-Husband,White,Female,0,0,29,US,0
66,Non-Private,219220,9,Married,Other,Husband,White,Male,2653,0,40,US,0
17,Private,142587,7,Non-Married,Other,Non-Husband,White,Female,0,0,10,US,0
37,Private,172538,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
51,Non-Private,68898,11,Non-Married,Other,Non-Husband,White,Male,0,2444,39,US,1
24,Private,233499,10,Married,Other,Husband,White,Male,0,0,40,US,1
27,Private,321577,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
18,Private,167147,8,Non-Married,Other,Non-Husband,White,Male,0,0,24,US,0
43,Non-Private,47902,9,Married,Managerial-Specialist,Husband,White,Male,3908,0,40,US,0
28,Private,203784,1,Non-Married,Other,Non-Husband,White,Male,0,0,38,Non-US,0
44,Private,204314,9,Married,Other,Non-Husband,Non-White,Female,0,0,38,US,1
43,Private,124436,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
53,Non-Private,158284,9,Married,Other,Husband,White,Male,0,0,70,US,0
44,Private,286750,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,1902,40,US,1
65,Non-Private,132340,9,Married,Managerial-Specialist,Husband,White,Male,0,0,3,US,0
36,Private,184655,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
46,Non-Private,308077,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
54,Private,185407,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
49,Private,166215,5,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,200207,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
31,Private,127610,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,1
42,Private,119359,15,Married,Other,Non-Husband,Non-White,Female,15024,0,40,Non-US,1
25,Private,144301,10,Non-Married,Other,Non-Husband,White,Male,0,0,42,US,0
30,Non-Private,173858,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,1902,40,Non-US,1
48,Non-Private,353012,9,Married,Other,Husband,White,Male,0,1902,40,US,1
48,Private,268022,12,Married,Managerial-Specialist,Husband,White,Male,7298,0,55,US,1
18,Private,160984,7,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
47,Non-Private,249585,10,Married,Other,Husband,White,Male,0,0,30,US,0
47,Non-Private,216657,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,1
19,Private,205977,10,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
29,Private,221366,13,Married,Managerial-Specialist,Husband,White,Male,5013,0,40,Non-US,0
22,Non-Private,134192,10,Non-Married,Other,Non-Husband,White,Female,0,0,10,US,0
29,Private,196420,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
27,Private,96219,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
24,Non-Private,165474,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
39,Private,140169,6,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
42,Private,230355,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
34,Private,162604,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
27,Non-Private,230885,13,Married,Other,Husband,White,Male,0,0,45,US,1
42,Private,147099,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
18,Private,240747,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
28,Private,165218,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,55,US,0
46,Private,128460,6,Married,Other,Husband,White,Male,0,0,40,US,0
36,Non-Private,179896,9,Married,Managerial-Specialist,Non-Husband,White,Female,3137,0,40,US,0
38,Private,239755,7,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Private,188798,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
25,Private,202700,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
32,Private,323055,9,Married,Other,Husband,White,Male,0,0,40,US,0
54,Private,176240,14,Married,Other,Husband,White,Male,7688,0,60,US,1
65,Non-Private,81413,9,Married,Other,Husband,White,Male,0,2352,65,US,0
42,Non-Private,254817,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1340,40,US,0
40,Non-Private,391744,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
51,Non-Private,149220,10,Married,Other,Husband,White,Male,0,0,75,US,0
43,Private,188436,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
26,Private,247025,9,Non-Married,Other,Non-Husband,White,Male,0,0,44,US,0
44,Private,33105,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
36,Private,218015,10,Married,Managerial-Specialist,Husband,White,Male,0,0,48,US,0
37,Non-Private,373699,15,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
34,Private,252646,10,Married,Managerial-Specialist,Husband,White,Male,7298,0,50,US,1
32,Non-Private,255004,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
25,Non-Private,209384,9,Non-Married,Other,Non-Husband,White,Male,0,0,32,US,0
27,Private,220754,16,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23,Non-Private,117618,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,24,US,0
38,Private,182526,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
30,Non-Private,31171,10,Non-Married,Other,Non-Husband,White,Male,0,1590,40,US,0
40,Private,206049,10,Married,Other,Husband,White,Male,0,0,40,US,0
37,Non-Private,49105,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,25,US,0
35,Private,183898,9,Non-Married,Other,Non-Husband,White,Male,2354,0,40,US,0
37,Non-Private,173192,11,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
29,Private,53063,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
25,Non-Private,222800,10,Married,Other,Husband,White,Male,0,0,40,US,0
23,Private,31606,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
20,Private,53878,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46,Private,24728,9,Non-Married,Other,Non-Husband,White,Female,0,0,48,US,0
50,Private,266529,7,Married,Other,Husband,White,Male,0,0,40,US,0
37,Non-Private,188563,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1876,40,US,0
42,Private,155972,9,Married,Other,Husband,White,Male,0,0,40,US,1
47,Private,33710,13,Married,Managerial-Specialist,Husband,White,Male,3103,0,60,US,1
31,Private,163303,11,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
24,Private,84319,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
36,Private,108320,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4101,0,40,US,0
32,Private,257978,11,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
66,Non-Private,140456,13,Married,Other,Husband,White,Male,0,0,40,US,1
41,Private,209547,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
71,Non-Private,422149,10,Married,Managerial-Specialist,Husband,White,Male,20051,0,40,US,1
38,Private,308171,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,50,US,0
41,Private,336643,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,80,US,0
60,Non-Private,142494,6,Married,Other,Husband,White,Male,0,0,40,US,0
64,Non-Private,149698,15,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
21,Private,194096,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
42,Private,296982,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
37,Private,110013,11,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
43,Private,133584,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
40,Private,88909,13,Married,Managerial-Specialist,Husband,White,Male,15024,0,50,US,1
45,Private,138626,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,2174,0,50,US,0
56,Private,59469,4,Married,Other,Husband,White,Male,0,0,40,Non-US,0
37,Private,259882,11,Non-Married,Other,Non-Husband,Non-White,Female,0,0,6,US,0
19,Private,39026,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
49,Private,171301,9,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
68,Non-Private,420526,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,5,US,0
31,Private,182246,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
38,Private,198216,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
39,Private,165799,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
40,Private,179735,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,50,US,0
45,Non-Private,40690,10,Non-Married,Other,Non-Husband,White,Male,0,0,75,US,0
41,Private,34278,11,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
46,Non-Private,187749,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
27,Private,339956,9,Married,Other,Husband,Non-White,Male,0,0,60,US,0
20,Private,215495,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,Non-US,0
22,Private,160120,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,30,US,0
59,Private,158813,10,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,1
56,Non-Private,156873,9,Married,Other,Husband,White,Male,0,0,40,US,0
32,Private,174789,9,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
36,Non-Private,345712,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
38,Private,97083,10,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
60,Private,117509,5,Married,Other,Husband,White,Male,0,0,40,US,0
31,Private,163594,9,Non-Married,Other,Non-Husband,White,Female,0,0,45,US,0
44,Private,138966,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,38,US,0
43,Non-Private,598995,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,42,US,0
24,Private,176389,9,Married,Other,Husband,White,Male,0,0,40,US,0
53,Private,30290,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
53,Non-Private,135102,9,Married,Other,Husband,White,Male,0,2002,45,US,0
71,Private,216608,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
47,Private,160647,9,Non-Married,Other,Non-Husband,White,Female,0,0,46,US,0
33,Non-Private,182556,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
21,Non-Private,103277,8,Married,Managerial-Specialist,Non-Husband,White,Female,4508,0,30,Non-US,0
36,Private,181705,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
53,Private,276369,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
23,Private,173670,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
36,Private,54229,12,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,37,US,0
22,Private,60668,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
59,Private,653215,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
35,Private,132879,11,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,Non-US,1
27,Private,146760,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
32,Private,227321,10,Non-Married,Other,Non-Husband,White,Female,0,0,38,US,0
41,Private,152292,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
46,Private,224314,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
28,Private,292536,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
43,Private,483450,5,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
35,Non-Private,23892,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
64,Non-Private,56588,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,70,US,0
17,Private,111332,7,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
49,Non-Private,197371,11,Married,Other,Husband,Non-White,Male,0,0,40,US,1
41,Private,219591,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
40,Private,61287,10,Married,Other,Husband,White,Male,0,0,40,US,0
43,Non-Private,107439,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,30,US,0
46,Non-Private,232220,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,1
90,Private,250832,6,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
37,Private,205997,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42,Private,278926,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
54,Private,226497,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
23,Private,265356,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
39,Private,191807,9,Married,Other,Husband,White,Male,15024,0,50,US,1
21,Private,417668,9,Non-Married,Other,Non-Husband,White,Male,0,0,36,US,0
36,Private,185203,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
66,Private,171824,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,15,US,0
52,Private,162576,12,Married,Other,Husband,White,Male,0,0,40,US,1
68,Private,185537,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
40,Private,286370,4,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,1
49,Non-Private,179869,9,Married,Other,Husband,White,Male,0,0,40,US,1
19,Private,407759,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
53,Private,187356,10,Married,Other,Husband,White,Male,0,0,66,US,0
33,Private,92462,12,Non-Married,Other,Non-Husband,Non-White,Male,0,0,32,US,0
21,Private,62339,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
43,Non-Private,196308,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
51,Private,90363,10,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
45,Private,361842,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
19,Private,199495,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
45,Private,197418,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,48,US,0
29,Private,331875,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
47,Private,46044,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
27,Private,192140,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
28,Private,144063,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
64,Private,134912,9,Married,Managerial-Specialist,Husband,White,Male,0,0,12,US,0
62,Private,180418,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
50,Non-Private,392668,16,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
37,Private,229647,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,42,US,0
30,Private,123178,6,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
59,Non-Private,136819,14,Married,Managerial-Specialist,Husband,White,Male,0,0,8,US,1
24,Private,408585,4,Married,Other,Non-Husband,White,Female,0,0,45,Non-US,0
64,Private,43738,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,80,US,1
53,Private,30244,12,Married,Managerial-Specialist,Husband,White,Male,15024,0,40,US,1
45,Private,260490,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
63,Private,106910,3,Non-Married,Other,Non-Husband,Non-White,Female,0,0,19,Non-US,0
24,Private,72119,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,2202,0,30,US,0
38,Private,112497,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
46,Private,185847,9,Non-Married,Other,Non-Husband,White,Male,0,0,54,US,0
44,Non-Private,70884,9,Married,Other,Husband,White,Male,0,0,60,US,0
43,Private,221172,13,Married,Other,Husband,White,Male,0,0,24,US,1
28,Private,183627,10,Married,Other,Husband,White,Male,0,0,50,US,0
55,Private,194290,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
35,Private,160910,10,Married,Other,Husband,White,Male,0,0,50,US,0
52,Private,181901,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,Non-US,0
34,Non-Private,210164,10,Married,Other,Husband,White,Male,0,1740,40,US,0
58,Non-Private,256466,14,Married,Other,Husband,Non-White,Male,7688,0,40,Non-US,1
40,Private,32185,9,Non-Married,Other,Non-Husband,White,Male,0,0,44,US,0
25,Private,122999,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
64,Non-Private,339321,13,Married,Managerial-Specialist,Husband,White,Male,0,0,24,US,1
40,Non-Private,130749,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
35,Private,183800,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
21,Private,219137,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,25,US,0
24,Private,187115,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
21,Private,265148,9,Non-Married,Other,Non-Husband,White,Male,0,0,38,Non-US,0
21,Non-Private,142766,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
18,Private,282394,10,Non-Married,Other,Non-Husband,Non-White,Female,0,0,21,US,0
71,Non-Private,238479,6,Married,Other,Husband,White,Male,0,0,8,US,0
28,Non-Private,304960,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,1980,40,US,0
29,Non-Private,104737,9,Married,Other,Husband,White,Male,0,0,60,US,0
61,Non-Private,127198,9,Married,Other,Husband,White,Male,0,0,40,Non-US,0
34,Non-Private,174215,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,4787,0,45,Non-US,1
32,Private,185433,10,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,1
32,Private,235109,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
62,Private,174355,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
58,Private,259014,10,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
42,Private,34218,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,99999,0,80,US,1
33,Private,213887,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
29,Private,192010,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,Non-US,0
24,Private,194604,13,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
51,Private,171409,10,Married,Other,Husband,White,Male,0,0,40,US,1
48,Private,172822,10,Non-Married,Other,Non-Husband,White,Male,15020,0,48,US,1
58,Non-Private,319733,9,Married,Other,Husband,White,Male,0,0,70,US,0
39,Private,74194,9,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,0
72,Non-Private,103368,10,Married,Other,Husband,White,Male,0,0,21,US,0
